Product Name,Product Price,Table Info,ID Product,Country,Age Usage,Trademarks,Catergory
Áo len cài giữa Momma baby kẻ xanh,183000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132985C', 'Áo len', 'Cotton'",132985,Châu Á,Thời kì răng sữa,Anto,Bé mặc
Áo len cài giữa Momma baby kẻ ghi,183000.0,"'Việt Nam', 'Việt Nam', '132984C', 'Áo len', 'Cotton'",132984,Châu Á,Giai đoạn thiếu niên,KidsPlaza,Bé mặc
Áo len cài vai zecnang Momma baby kẻ màu xanh,189000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132973C', 'Áo len', 'Cotton'",132973,Châu Á,Giai đoạn thiếu niên,Vitadairy,Bé mặc
Áo len cài vai zecnang Momma baby màu xanh nhạt,189000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132958C', 'Áo len', 'Cotton'",132958,Châu Á,Giai đoạn thiếu niên,Lactacyd,Bé mặc
Áo len cài vai zecnang Momma baby màu vàng,189000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132963C', 'Áo len', 'Cotton'",132963,Châu Á,Thời kì răng sữa,Moyuum,Bé mặc
Áo len Gile Momma baby thỏ màu xanh đậm,159000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132938C', 'Áo gile', 'Cotton'",132938,Châu Á,Thời kì răng sữa,Mead Johnson,Bé mặc
Áo len cài vai Momma baby dệt chéo màu ghi,189000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132913C', 'Áo len', 'Cotton'",132913,Châu Á,Thời kì răng sữa,ChuChuBaby,Bé mặc
Áo len cài vai Momma baby dệt chéo màu xanh dương,189000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132918C', 'Áo len', 'Cotton'",132918,Châu Á,Giai đoạn thiếu niên,Ata Pharma,Bé mặc
Áo len cài vai Momma baby dệt chéo màu trắng,189000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132923C', 'Áo len', 'Cotton'",132923,Châu Á,Thời kì răng sữa,Kids&Mama,Bé mặc
Áo len cài giữa Momma baby thỏ con xinh xắn màu hồng đào,183000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132899C', 'Cotton'",132899,Châu Á,Thời kì răng sữa,Pigeon,Bé mặc
Áo len cài giữa Momma baby thỏ con xinh xắn màu xanh đậm,183000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132896C', 'Cotton'",132896,Châu Á,Giai đoạn thiếu niên,KidsPlaza,Bé mặc
Áo len cài giữa Momma baby kẻ hồng,183000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132983C', 'Áo len', 'Cotton'",132983,Châu Á,Giai đoạn thiếu niên,KidsPlaza,Bé mặc
Áo len cài giữa Momma baby thỏ con xinh xắn màu xanh nhạt,183000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132893C', 'Cotton'",132893,Châu Á,Giai đoạn thiếu niên,Mamago,Bé mặc
Áo len cài vai Momma baby dệt chéo màu tím than,189000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132908C', 'Áo len', 'Cotton'",132908,Châu Á,Thời kì răng sữa,Pigeon,Bé mặc
Quần dài Rabi trắng,31000.0,"'Việt Nam', 'Việt Nam', '133959C', 'Cotton', 'Trắng'",133959,Châu Á,Thời kì răng sữa,Mamago,Bé mặc
Váy sát nách cánh tiên Chong Chóng hoa nhí cam,119000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132837C'",132837,Châu Á,Thời kì răng sữa,Oshito,Bé mặc
Bộ cài vai cộc tay Bibo's bé trai hổ kẻ vàng,149000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '132439C', 'Sợi Rayon, Cotton'",132439,Châu Á,Giai đoạn thiếu niên,Kiza,Bé mặc
Áo phao gile Rabi màu hồng nhạt (size 4 - 6Y),209000.0,"'Việt Nam', '134748C', 'Áo gile'",134748,Châu Á,Thời kì răng sữa,Lactacyd,Bé mặc
Áo phao gile Rabi xanh dương (size 4 - 6Y),209000.0,"'Việt Nam', '134760C', 'Áo gile'",134760,Châu Á,Thời kì răng sữa,Nan ,Bé mặc
Áo phao gile Rabi màu đỏ (size 4 - 6Y),209000.0,"'Việt Nam', '134754C', 'Áo gile'",134754,Châu Âu,Thời kì răng sữa,Heinz,Bé mặc
Áo phao gile Rabi xanh than (size 4 - 6Y),209000.0,"'Việt Nam', '134766C', 'Áo gile'",134766,Châu Âu,Thời kì răng sữa,Nan Gu Wan Ju,Bé mặc
Áo phao gile Rabi màu vàng (size 4 - 6Y),209000.0,"'Việt Nam', '134745C', 'Áo gile'",134745,Châu Âu,Giai đoạn thiếu niên,Basilic,Bé mặc
Áo len Cool Baby 4128 thỏ vàng,179000.0,"'Coolbaby', 'Trung Quốc', '135327C'",135327,Châu Á,Giai đoạn thiếu niên,KUKU,Bé mặc
Áo len cardigan Cool Baby 4125 hồng nhạt,169000.0,"'Coolbaby', 'Trung Quốc', '135380C', 'Áo khoác'",135380,Châu Á,Thời kì răng sữa,Mamago,Bé mặc
Áo len Cool Baby 4128 thỏ xanh,179000.0,"'Coolbaby', 'Trung Quốc', '135332C'",135332,Châu Á,Thời kì răng sữa,Nestlé,Bé mặc
Áo len cardigan Cool Baby 4125 xanh cốm,169000.0,"'Coolbaby', 'Trung Quốc', '135365C', 'Áo khoác'",135365,Châu Á,Thời kì răng sữa,Wesser,Bé mặc
Áo len cardigan Cool Baby 4125 tím,169000.0,"'Coolbaby', 'Trung Quốc', '135370C', 'Áo khoác'",135370,Châu Á,Thời kì răng sữa,KUKU,Bé mặc
Áo len Cool Baby 4219 bò sữa,219000.0,"'Coolbaby', 'Trung Quốc', '135400C'",135400,Châu Á,Thời kì răng sữa,Pigeon,Bé mặc
Áo len Cool Baby 4164 gấu be,189000.0,"'Coolbaby', 'Trung Quốc', '135404C'",135404,Châu Á,Giai đoạn thiếu niên,KidsPlaza,Bé mặc
Áo cổ tròn cộc tay Chong Chóng gấu Panda bé gái màu hồng,89000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '133239C', 'Sợi Rayon, Spandex'",133239,Châu Á,Giai đoạn thiếu niên,Enzy,Bé mặc
Quần chíp đùi Chong Chóng bé gái We Bare Bears màu ghi,49000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '133102C', 'Sợi Rayon, Spandex'",133102,Châu Á,Giai đoạn thiếu niên,KidsPlaza,Bé mặc
Áo len cài giữa Momma baby thỏ con xinh xắn màu hồng nhạt,183000.0,"'Momma baby', 'Việt Nam', 'Việt Nam', '132902C', 'Cotton'",132902,Châu Á,Giai đoạn thiếu niên,Cetaphil,Bé mặc
Quần đùi chip Chong Chóng bé gái gấu Grizzly màu hồng,49000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '133118C', 'Sợi Rayon, Spandex'",133118,Châu Á,Giai đoạn thiếu niên,ChuChuBaby,Bé mặc
Quần đùi chip Chong Chóng bé gái gấu Ice Bear màu vàng,49000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '133110C', 'Sợi Rayon, Spandex'",133110,Châu Á,Thời kì răng sữa,Ajinomoto,Bé mặc
Quần chíp đùi Chong Chóng bé gái gấu Panda màu trắng,49000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '133094C', 'Sợi Rayon, Spandex'",133094,Châu Á,Thời kì răng sữa,Pigeon,Bé mặc
Quần đùi chip Chong Chóng bé gái We Bare Bears màu hồng đậm,49000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '133126C', 'Sợi Rayon, Spandex'",133126,Châu Á,Thời kì răng sữa,Aptamil,Bé mặc
Quần đùi chip Chong Chóng bé gái We Bare Bears màu xanh lá,49000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '133134C', 'Sợi Rayon, Spandex'",133134,Châu Á,Giai đoạn thiếu niên,Kumanoyushi,Bé mặc
Bộ cài vai cộc tay Bibo's bé trai gấu trúc kẻ ghi,149000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '132431C', 'Áo cộc tay', 'Sợi Rayon, Cotton'",132431,Châu Á,Thời kì răng sữa,Kiza,Bé mặc
Váy cộc tay Chong Chóng sao đen phối nâu,149000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132752C', 'Váy', 'Polyester'",132752,Châu Á,Thời kì răng sữa,Oshito,Bé mặc
Váy sát nách Bibo's đỏ lấp lánh,159000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '132766C', 'Váy', 'Polyester'",132766,Châu Á,Giai đoạn thiếu niên,Pigeon,Bé mặc
Váy sát nách Chong Chóng sao ghi,149000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132736C', 'Váy'",132736,Châu Á,Thời kì răng sữa,Enzy,Bé mặc
Váy 2 dây Chong Chóng hoa xanh than,129000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132813C'",132813,Châu Á,Thời kì răng sữa,Morinaga,Bé mặc
Váy cánh tiên Chong Chóng phối ngực hoa xanh lá,129000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132821C'",132821,Châu Á,Thời kì răng sữa,IQ Baby,Bé mặc
Váy cánh tiên Chong Chóng hoa hồng vàng,129000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132829C'",132829,Châu Á,Thời kì răng sữa,Mabu,Bé mặc
Bộ ba lỗ Rabi petit,70000.0,"'Việt Nam', '133944C'",133944,Mỹ,Thời kì răng sữa,Pigeon,Bé mặc
Áo dài tay Rabi trắng,42000.0,"'Việt Nam', '133964C', 'Áo dài tay', 'Cotton'",133964,Châu Âu,Thời kì răng sữa,KUKU,Bé mặc
Áo cộc tay Rabi trắng,31000.0,"'Việt Nam', '133969C', 'Áo cộc tay', 'Cotton'",133969,Mỹ,Thời kì răng sữa,Megumi,Bé mặc
Váy hè sát nách Chong Chóng rêu lấp lánh,119000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132647C', 'Polyester'",132647,Châu Á,Giai đoạn thiếu niên,Abbott,Bé mặc
Váy hè cánh tiên Chong Chóng đen lấp lánh,129000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132653C', 'Polyester'",132653,Châu Á,Thời kì răng sữa,Toys House,Bé mặc
Áo ba lỗ Rabi trắng,27000.0,"'Việt Nam', '133974C', 'Áo ba lỗ', 'Cotton'",133974,Châu Âu,Giai đoạn thiếu niên,Toyroyal,Bé mặc
Quần nhung bé trai túi gấu màu đen,129000.0,"'138552C', 'Đen', 'Thu đông', 'Bé trai'",138552,Châu Âu,Thời kì răng sữa,Combi,Bé mặc
Váy cánh tiên bé gái Chong Chóng hồng hoa lá,129000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '131967C', 'Váy', '1 - 4 tuổi', 'Vải polyester, Cotton', 'Nhiều màu sắc', 'Xuân hè', 'Họa tiết hoa lá', 'Bé gái'",131967,Châu Á,Giai đoạn thiếu niên,Chicco,Bé mặc
Áo gile cài lệch Rabi,69000.0,"'Việt Nam', 'Việt Nam', '134483C', 'Áo gile', 'Cotton'",134483,Châu Á,Thời kì răng sữa,IQ Baby,Bé mặc
Sơ mi cộc tay bé trai cổ tàu Chong Chóng kẻ xanh dương,149000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132074C', 'Áo sơ mi', 'Cotton', 'Bé trai'",132074,Châu Á,Thời kì răng sữa,KUKU,Bé mặc
Sơ mi cộc tay bé trai cổ đức Chong Chóng kẻ ghi,149000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132068C', 'Áo sơ mi', 'Cotton', 'Bé trai'",132068,Châu Á,Giai đoạn thiếu niên,Oshito,Bé mặc
Sơ mi cộc tay bé trai cổ tàu Chong Chóng kẻ xanh da trời,149000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132080C', 'Áo sơ mi', 'Cotton', 'Bé trai'",132080,Châu Á,Giai đoạn thiếu niên,Ecofood,Bé mặc
Bộ cộc tay Bibo's cherry trắng,129000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '132338C'",132338,Châu Á,Giai đoạn thiếu niên,KC Health,Bé mặc
Bộ sát nách vạt lệch Bibo's hoa nhí be,159000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '132340C'",132340,Châu Á,Giai đoạn thiếu niên,Philip Avent,Bé mặc
Set body mix yếm hoa Bibo's màu hồng,229000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131935C', 'Sợi Rayon, Cotton, Spandex'",131935,Châu Á,Giai đoạn thiếu niên,Nan QI Toys,Bé mặc
Bộ sát nách bé trai Bibo's xanh lá phối đen,119000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131860C', 'Sợi Rayon'",131860,Châu Á,Giai đoạn thiếu niên,Konbini,Bé mặc
Bộ sát nách bé trai Bibo's nâu phối cam,99000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131836C', 'Sợi Rayon'",131836,Châu Á,Thời kì răng sữa,Mead Johnson,Bé mặc
Bộ sát nách bé trai Bibo's vàng phối đen,119000.0,"'Việt Nam', 'Việt Nam', '131852C', 'Sợi Rayon'",131852,Châu Á,Thời kì răng sữa,KidsPlaza,Bé mặc
Bộ sát nách bé trai Bibo's đen phối xanh,119000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131844C', '6 tháng - 5 tuổi', 'Xuân hè', 'in chữ', 'Bé trai'",131844,Châu Á,Thời kì răng sữa,Mead Johnson,Bé mặc
Áo chống nắng bé trai Chong Chóng chống UV màu ghi nhạt,179000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '132234C', 'Modal', 'Ghi', 'Bé trai'",132234,Châu Á,Giai đoạn thiếu niên,Chicco,Bé mặc
Set body cộc tay mix váy yếm Bibo's cherry cherry,289000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131280C', 'Hồng', 'Xuân hè', 'cherry cherry', 'Bé gái'",131280,Châu Á,Giai đoạn thiếu niên,Nestle,Bé mặc
Bộ cộc bé gái Bibo's thêu bướm hồng,139000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131794C', 'Sợi Rayon, Cotton'",131794,Châu Á,Thời kì răng sữa,Abbott,Bé mặc
Bộ cộc bé gái Bibo's thêu thỏ trắng,139000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131802C', 'Sợi Rayon, Cotton'",131802,Châu Á,Giai đoạn thiếu niên,Pigeon,Bé mặc
Bộ cộc bé trai Bibo's thêu cún vàng,99000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131810C', 'Sợi Rayon'",131810,Châu Á,Giai đoạn thiếu niên,Sài Gòn Food,Bé mặc
Set áo cộc tay bé gái mix váy yếm Bibo's cherry cherry,289000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131283C', '18 - 36 tháng', 'Cotton, Polyester', 'Hồng, Trắng', 'Xuân hè', 'cherry cherry', 'Bé gái'",131283,Châu Á,Thời kì răng sữa,Cây Thị,Bé mặc
Set váy mix áo cộc tay Bibo's vải xô thêu mèo,269000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131054C', '3 - 18 tháng', 'Cotton', 'Xuân hè', 'Thêu gấu', 'Bé gái'",131054,Châu Á,Thời kì răng sữa,Avent,Bé mặc
Bộ cộc bổ trụ bé trai Bibo's in cá voi,139000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131892C', 'Cotton', 'Bé trai'",131892,Châu Á,Thời kì răng sữa,Nan Grow,Bé mặc
Bộ cộc bé gái Bibo's hồng in thỏ,99000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131765C', 'Sợi Rayon, Spandex', 'Bé gái'",131765,Châu Á,Thời kì răng sữa,Chicco,Bé mặc
Váy Bibo's hồng phối tutu kim tuyến ghi,149000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '130855C', 'Hồng', 'Xuân hè', 'Thêu hoa', 'Bé gái'",130855,Châu Á,Thời kì răng sữa,Merries,Bé mặc
Body váy Bibo's hồng phối tutu kim tuyến ghi,139000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '130850C', 'Hồng', 'Xuân hè', 'thêu hoa', 'Bé gái'",130850,Châu Á,Giai đoạn thiếu niên,Cetaphil,Bé mặc
Bộ cài vai cộc tay Chong Chóng gấu Grizzly bé trai màu vàng,129000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '133184C', 'Cotton'",133184,Châu Á,Thời kì răng sữa,Anpaso,Bé mặc
Bộ cài vai cộc tay Chong Chóng gấu Panda bé gái màu hồng,129000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '133194C', 'Cotton'",133194,Châu Á,Thời kì răng sữa,Anto,Bé mặc
Bộ cài vai cộc tay Chong Chóng gấu Ice Bear bé trai màu ghi đậm,129000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '133174C', 'Cotton'",133174,Châu Á,Thời kì răng sữa,Pom Pom,Bé mặc
"Hộp quà 4 chi tiết body xô Bibo's Gấu mix mũ, giầy",299000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131789C', '3 - 6 tháng', 'Xuân hè', 'Thêu gấu', 'Bé trai'",131789,Châu Á,Thời kì răng sữa,Pediakid,Bé mặc
Hộp quà 3 chi tiết body xô bé gái Bibo's thêu cừu,399000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131270C', 'Cotton'",131270,Châu Á,Thời kì răng sữa,ChuChuBaby,Bé mặc
Set áo cộc tay mix yếm xô bé trai Bibo's thêu cún,249000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131265C', '3 - 18 tháng', 'Nâu', 'Xuân hè', 'Thêu cún', 'Bé trai'",131265,Châu Á,Thời kì răng sữa,KUKU,Bé mặc
Set body yếm mix áo cộc tay bé gái Bibos hình đám mây,169000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '130086C', '3 - 18 tháng', 'Cotton', 'Hồng', 'Thu đông', 'Bé gái'",130086,Châu Á,Thời kì răng sữa,Toppoil,Bé mặc
"Hộp quà 3 chi tiết body xô Bibo's hình mèo mix mũ, giầy",299000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '131791C', 'Cotton'",131791,Châu Á,Giai đoạn thiếu niên,Toppoil,Bé mặc
Quần yếm sơ sinh Bibos túi ngực màu rêu dành cho bé trai,139000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '129382C', '3 - 36 tháng', 'Xanh rêu', 'Thu đông', 'Bé trai'",129382,Châu Á,Thời kì răng sữa,KidsPlaza,Bé mặc
Quần yếm bé trai sơ sinh Bibos túi hông màu nâu,139000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '129388C', '3 - 36 tháng', 'Cotton', 'Nâu', 'Thu đông', 'Bé trai'",129388,Châu Á,Thời kì răng sữa,Topoil,Bé mặc
Áo cài vai cộc tay bé trai Bibos C30 trắng,69000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '130200C', 'Bé trai'",130200,Châu Á,Thời kì răng sữa,Philip Avent,Bé mặc
Quần dài bé trai Chong Chóng vải xô,119000.0,"'Chong Chóng', 'Việt Nam', 'Việt Nam', '129506C', '3 - 18 tháng', 'Thu đông', 'Bé trai'",129506,Châu Á,Thời kì răng sữa,Basilic,Bé mặc
Váy bé gái Bibo's trắng tutu hồng,159000.0,"""Bibo's"", 'Việt Nam', '130847C', 'Váy', '18 - 36 tháng', 'Thu đông', 'Bé gái'",130847,Châu Á,Thời kì răng sữa,Bear,Bé mặc
Áo cộc tay bé gái Bibo's ghi in nơ,99000.0,"""Bibo's"", 'Việt Nam', '130919C', 'Áo cộc tay', '6 - 36 tháng', 'Ghi', 'Quanh năm', 'in hình nơ', 'Bé gái'",130919,Châu Á,Thời kì răng sữa,Megumi,Bé mặc
Quần dài bé gái Bibo's ghi phối tutu,99000.0,"""Bibo's"", 'Việt Nam', '130925C', 'Quần dài', '6 - 36 tháng', 'Cotton', 'Ghi', 'Thu đông', 'Bé gái'",130925,Châu Á,Thời kì răng sữa,Nan Gu Wan Ju,Bé mặc
Quần đùi bé gái Chong Chóng ghi nhạt C30,49000.0,"'Chong Chóng', 'Việt Nam', '129441C', 'Quần đùi', '1 - 7 tuổi', 'Cotton', 'Ghi', 'Xuân hè', 'Bé gái'",129441,Châu Á,Giai đoạn thiếu niên,Mamaru,Bé mặc
Bộ sơ sinh cài giữa bé trai Bibo's thêu hình cún và gấu,169000.0,"""Bibo's"", 'Việt Nam', '130984C', 'Bộ quần áo', '0 - 1 tuổi', 'Cotton', 'Đen, Ghi', 'Thu đông', 'Họa tiết thêu hình cún và gấu', 'Bé trai'",130984,Châu Á,Giai đoạn thiếu niên,Kiza,Bé mặc
Bộ sơ sinh cài giữa bé gái Bibo's thêu mèo,169000.0,"""Bibo's"", 'Việt Nam', '131002C', '0 - 1 tuổi', 'Cotton', 'Thu đông', 'Thuê mèo', 'Bé gái'",131002,Châu Á,Thời kì răng sữa,Basilic,Bé mặc
Bộ vest bé trai Chong Chóng Black Gillet,449000.0,"'Chong Chóng', 'Việt Nam', '131120C', 'Đen', 'Xuân hè', 'Vân gấm xốp', 'Bé trai'",131120,Châu Á,Thời kì răng sữa,Kiza,Bé mặc
Bộ vest bé trai Chong Chóng Gray Gillet,399000.0,"'Chong Chóng', 'Việt Nam', '131128C', '1 - 5 tuổi', 'Xuân hè', 'Vân gấm xốp', 'Bé trai'",131128,Châu Á,Thời kì răng sữa,Mamaru,Bé mặc
Body dài tay bé trai Bibo's trắng in dây đeo,129000.0,"""Bibo's"", 'Việt Nam', '130898C', 'Body dài tay', '0 - 1 tuổi', 'Thu đông', 'in dây đeo', 'Bé trai'",130898,Châu Á,Giai đoạn thiếu niên,KUKU,Bé mặc
Áo dài tay bé trai Bibos Little man đỏ in dây,109000.0,"""Bibo's"", 'Việt Nam', '130913C', 'Áo dài tay', '6 - 36 tháng', 'Thu đông', 'in dây', 'Bé trai'",130913,Châu Á,Thời kì răng sữa,Cetaphil,Bé mặc
Áo cộc tay bé trai Bibo's trắng phối gile đen,139000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '130946C', '6 - 36 tháng', 'Thu đông', 'Bé trai'",130946,Châu Á,Thời kì răng sữa,Hegen,Bé mặc
Quần dài bé trai Bibo's màu ghi đậm,89000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '130952C'",130952,Châu Á,Thời kì răng sữa,Aptamil,Bé mặc
Váy tutu bé gái Bibo's đỏ in vương miện,169000.0,"""Bibo's"", 'Việt Nam', '130882C', 'Váy', '6 - 36 tháng', 'Cotton', 'Đỏ', 'Thu đông', 'In hình vương miệng', 'Bé gái'",130882,Châu Á,Thời kì răng sữa,Dr Brown,Bé mặc
Body dài tay bé gái Bibo's trắng phối áo khoác,159000.0,"""Bibo's"", 'Việt Nam', '130888C', '0 - 1 tuổi', 'Cotton', 'Đỏ', 'Thu đông', 'Bé gái'",130888,Châu Á,Thời kì răng sữa,Chicco,Bé mặc
Body dài tay bé gái Bibo's trắng mix turban đỏ,159000.0,"""Bibo's"", 'Việt Nam', '130890C', 'Body dài tay', '6 - 12 tháng', 'Cotton', 'Trắng', 'Thu đông', 'Bé gái'",130890,Châu Á,Thời kì răng sữa,Mamago,Bé mặc
Áo khoác bé trai Bibos khủng long ghi,169000.0,"""Bibo's"", 'Việt Nam', '130931C', 'Áo khoác', '9 tháng - 3 tuổi', 'Xốp mềm', 'Ghi', 'Thu đông', 'Bé trai'",130931,Châu Á,Giai đoạn thiếu niên,KUKU,Bé mặc
Áo khoác Bibo's vịt trắng,169000.0,"""Bibo's"", 'Việt Nam', '130941C', 'Áo khoác', '9 tháng - 3 tuổi', 'Xốp mềm', 'Thu đông', 'Bé trai , Bé gái'",130941,Châu Á,Giai đoạn thiếu niên,Aoi,Bé mặc
Body cộc tay bé gái Bibo's đỏ phối tutu ghi,139000.0,"""Bibo's"", 'Việt Nam', '130893C', '0 - 1 tuổi', 'Cotton', 'Đỏ', 'Thu đông', 'Bé gái'",130893,Châu Á,Thời kì răng sữa,Mead Johnson,Bé mặc
Body cộc tay bé trai Bibo's đỏ phối gile,129000.0,"""Bibo's"", 'Việt Nam', '130908C', 'Body dài tay', '0 - 1 tuổi', 'Cotton', 'Đỏ', 'Thu đông', 'Bé trai'",130908,Châu Á,Giai đoạn thiếu niên,Mamaru,Bé mặc
Body váy bé gái Bibo's trắng tutu hồng,139000.0,"""Bibo's"", 'Việt Nam', '130842C', '0 - 1 tuổi', 'Cotton', 'Thu đông', 'Bé gái'",130842,Châu Á,Giai đoạn thiếu niên,Abbott,Bé mặc
Áo khoác bé gái Bibo's bông xốp đám mây hồng,209000.0,"""Bibo's"", 'Việt Nam', '131012C', 'Xốp mềm', 'Hồng', 'Thu đông', 'Bé gái'",131012,Châu Á,Giai đoạn thiếu niên,Nan ,Bé mặc
Áo khoác bé trai Bibo's bông xốp đám mây ghi,229000.0,"""Bibo's"", 'Việt Nam', '131007C', 'Áo khoác', '6 - 24 tháng', 'Xốp mềm', 'Thu đông', 'Bé trai'",131007,Châu Á,Thời kì răng sữa,Goldgi+,Bé mặc
Áo khoác phao khủng long,279000.0,"'Trung Quốc', '130818C', 'Áo khoác', 'Thu đông', 'Bé trai , Bé gái'",130818,Châu Âu,Thời kì răng sữa,Nestle,Bé mặc
Body dài tay bé trai Bibo's Little man trắng đỏ,129000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '130905C', 'Body dài tay', '6 - 12 tháng', 'Thu đông', 'in chữ ""Little man""', 'Bé trai'",130905,Châu Á,Thời kì răng sữa,Moyuum,Bé mặc
Romper bé trai dài tay Bibo's ghi in gấu trúc,169000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '130425C', 'Thu đông', 'Hình gấu trúc', 'Bé trai'",130425,Châu Á,Thời kì răng sữa,Aiyinmei,Bé mặc
Romper bé trai dài tay Bibos trắng in hươu,169000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '130420C', '0 - 1 tuổi', 'Thu đông', 'Hình hươu', 'Bé trai'",130420,Châu Á,Giai đoạn thiếu niên,Abbott,Bé mặc
"Bộ dài tay raglan bé trai Bibos ""The zoo""",139000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '130372C', '6 tháng - 5 tuổi', 'Thu đông', 'Hình voi đen - Hươu nâu - Ngựa ghi', 'Bé trai'",130372,Châu Á,Giai đoạn thiếu niên,Sài Gòn Food,Bé mặc
Áo gile len cài lệch bé trai Momma summer - Tokyo B - Itunes,149000.0,"'Momma', 'Việt Nam', 'Việt Nam', '130348C', 'Áo gile', '0 - 6 tháng', 'Len cotton', 'Thu đông', 'Bé trai'",130348,Châu Á,Thời kì răng sữa,KidsPlaza,Bé mặc
Áo gile len cài lệch Momma hình meow - in chữ - Tokyo B,149000.0,"'Momma', 'Việt Nam', 'Việt Nam', '130303C', 'Áo gile', '0 - 6 tháng', 'Len cotton', 'Nhiều màu sắc', 'Thu đông', 'Bé trai'",130303,Châu Á,Thời kì răng sữa,Moaz Bébé,Bé mặc
Áo gile len hình cà vạt Cool Baby 1229,159000.0,"'Coolbaby', 'Trung Quốc', '130617C', 'Áo gile', 'Len cotton', 'Hồng, Xanh', 'Thu đông', 'hình cà vạt', 'Bé trai , Bé gái'",130617,Châu Á,Thời kì răng sữa,Medela,Bé mặc
Bộ sơ sinh cài giữa dài tay bé gái Bibos họa tiết tiệc trà,119000.0,"""Bibo's"", 'Việt Nam', 'Việt Nam', '128179C', 'Bộ quần áo', '0 - 2 tuổi', 'Vàng, Hồng', 'Thu đông', 'Bé gái'",128179,Châu Á,Thời kì răng sữa,Pigeon,Bé mặc
